Match ID,team,result,Score,idx,played,xg,xgConceded,xPoints,xgDiff,xgConcededDiff,pts,valor_total_m,plantilla,edad_media
4205424,Cadiz,0 _ 1,,18,38,36.54569977521896,52.90619999170303,42.72391696433407,-10.545699775218964,2.0938000082969666,33,60.7,44.0,27.0
4205430,Real Madrid,4_0,,2,38,69.76420041918755,35.84470011293888,74.50568964274169,17.235799580812454,-9.84470011293888,95,1140.0,37.0,25.6
4205426,Mallorca,1_1,,11,38,41.20349998772144,43.55740045011044,50.04539754117186,-8.203499987721443,0.4425995498895645,40,87.7,35.0,26.9
4205431,Sevilla,2_2,,16,38,45.16869970411062,56.74599975347519,43.30569248842851,2.8313002958893776,-2.745999753475189,41,228.75,49.0,26.7
4205432,Villarreal,1_2,,7,38,56.68329958617687,59.24300003051758,52.74478704172331,8.316700413823128,5.756999969482422,53,252.5,39.0,27.2
4205423,Atletico Madrid,2_1,,3,38,63.02090010046959,39.84470027685165,67.75806516978074,6.979099899530411,3.155299723148346,76,458.45,42.0,26.9
4205425,Celta Vigo,2_2,,13,38,51.205099657177925,55.12649983167648,48.845843934285895,-5.205099657177925,1.8735001683235168,41,149.3,39.0,25.9
4205427,Deportivo Alaves,1_1,,8,38,46.554699659347534,45.19290003180504,51.99584700329753,-10.554699659347534,0.8070999681949615,46,,,
4205429,Granada,2_2,,19,38,42.9866001419723,64.83560022711754,37.54244076147777,-4.986600141972303,14.164399772882462,21,141.1,46.0,26.4
4205441,Osasuna,2_0,,14,38,40.99650013446808,50.40549983084202,46.73057749890605,4.003499865531921,5.594500169157982,45,105.35,32.0,27.2
4205439,Real Sociedad,1_0,,6,38,45.49999979138374,42.01430001109839,54.50672071714556,5.500000208616257,-3.014300011098385,60,498.5,40.0,25.2
4205437,Getafe,1_1,,15,38,46.12450028955936,54.38299983739853,45.67093815711958,-4.124500289559364,-0.382999837398529,43,133.0,40.0,25.7
4205440,Sevilla,1_1,,16,38,45.16869970411062,56.74599975347519,43.30569248842851,2.8313002958893776,-2.745999753475189,41,228.75,49.0,26.7
4205436,Celta Vigo,0 _ 3,,13,38,51.205099657177925,55.12649983167648,48.845843934285895,-5.205099657177925,1.8735001683235168,41,149.3,39.0,25.9
4205433,Las Palmas,0 _ 1,,20,38,33.406499803066254,57.48590001836419,37.44152282676945,-0.4064998030662536,-10.485900018364193,40,112.4,35.0,26.2
4205434,Girona,5_2,,4,38,71.81500044465065,55.33110040426254,63.56037276473729,13.18499955534935,-9.331100404262545,81,297.9,37.0,25.6
4205442,Villarreal,1_1,,7,38,56.68329958617687,59.24300003051758,52.74478704172331,8.316700413823128,5.756999969482422,53,252.5,39.0,27.2
4205435,Barcelona,1_0,,1,38,78.47440016269684,41.95000001788139,76.86536078632587,0.5255998373031616,2.0499999821186066,85,916.2,38.0,24.0
4205438,Valencia,2_0,,12,38,43.41349981725216,48.07219985872507,49.16903915854088,-3.413499817252159,-3.072199858725071,49,244.73,36.0,23.8
4205450,Girona,1_0,,4,38,71.81500044465065,55.33110040426254,63.56037276473729,13.18499955534935,-9.331100404262545,81,297.9,37.0,25.6
4205443,Almeria,1_2,,17,38,49.3727997764945,62.0615995824337,43.17933080901533,-6.372799776494503,12.9384004175663,21,99.4,41.0,25.3
4205445,Barcelona,1_2,,1,38,78.47440016269684,41.95000001788139,76.86536078632587,0.5255998373031616,2.0499999821186066,85,916.2,38.0,24.0
4205451,Mallorca,0 _ 0,,11,38,41.20349998772144,43.55740045011044,50.04539754117186,-8.203499987721443,0.4425995498895645,40,87.7,35.0,26.9
4205447,Cadiz,2_2,,18,38,36.54569977521896,52.90619999170303,42.72391696433407,-10.545699775218964,2.0938000082969666,33,60.7,44.0,27.0
4205446,Real Betis,2_1,,10,38,44.58340001106262,50.78079971671104,50.16937851462984,3.416599988937378,-5.780799716711044,57,224.88,42.0,27.0
4205448,Rayo Vallecano,2_2,,9,38,42.70370011031628,45.02939987182617,51.15674361899037,-13.703700110316277,2.970600128173828,38,63.95,30.0,28.9
4205444,Athletic Club,2_2,,5,38,53.23600025475025,41.94819977134466,58.83257780629809,7.763999745249748,-4.948199771344662,68,295.65,31.0,27.0
4205452,Atletico Madrid,2_1,,3,38,63.02090010046959,39.84470027685165,67.75806516978074,6.979099899530411,3.155299723148346,76,458.45,42.0,26.9
4205449,Granada,2_3,,19,38,42.9866001419723,64.83560022711754,37.54244076147777,-4.986600141972303,14.164399772882462,21,141.1,46.0,26.4
4205457,Las Palmas,2_1,,20,38,33.406499803066254,57.48590001836419,37.44152282676945,-0.4064998030662536,-10.485900018364193,40,112.4,35.0,26.2
4205460,Osasuna,2_4,,14,38,40.99650013446808,50.40549983084202,46.73057749890605,4.003499865531921,5.594500169157982,45,105.35,32.0,27.2
4205453,Real Betis,2_0,,10,38,44.58340001106262,50.78079971671104,50.16937851462984,3.416599988937378,-5.780799716711044,57,224.88,42.0,27.0
4205454,Celta Vigo,1_1,,13,38,51.205099657177925,55.12649983167648,48.845843934285895,-5.205099657177925,1.8735001683235168,41,149.3,39.0,25.9
4205458,Real Sociedad,0 _ 1,,6,38,45.49999979138374,42.01430001109839,54.50672071714556,5.500000208616257,-3.014300011098385,60,498.5,40.0,25.2
4205455,Deportivo Alaves,1_0,,8,38,46.554699659347534,45.19290003180504,51.99584700329753,-10.554699659347534,0.8070999681949615,46,,,
4205462,Valencia,1_0,,12,38,43.41349981725216,48.07219985872507,49.16903915854088,-3.413499817252159,-3.072199858725071,49,244.73,36.0,23.8
4205456,Villarreal,2_3,,7,38,56.68329958617687,59.24300003051758,52.74478704172331,8.316700413823128,5.756999969482422,53,252.5,39.0,27.2
4205461,Real Madrid,0 _ 0,,2,38,69.76420041918755,35.84470011293888,74.50568964274169,17.235799580812454,-9.84470011293888,95,1140.0,37.0,25.6
4205459,Getafe,1_0,,15,38,46.12450028955936,54.38299983739853,45.67093815711958,-4.124500289559364,-0.382999837398529,43,133.0,40.0,25.7
4205464,Athletic Club,4_3,,5,38,53.23600025475025,41.94819977134466,58.83257780629809,7.763999745249748,-4.948199771344662,68,295.65,31.0,27.0
4205470,Rayo Vallecano,1_2,,9,38,42.70370011031628,45.02939987182617,51.15674361899037,-13.703700110316277,2.970600128173828,38,63.95,30.0,28.9
4205463,Almeria,1_3,,17,38,49.3727997764945,62.0615995824337,43.17933080901533,-6.372799776494503,12.9384004175663,21,99.4,41.0,25.3
4205469,Granada,1_1,,19,38,42.9866001419723,64.83560022711754,37.54244076147777,-4.986600141972303,14.164399772882462,21,141.1,46.0,26.4
4205471,Osasuna,1_1,,14,38,40.99650013446808,50.40549983084202,46.73057749890605,4.003499865531921,5.594500169157982,45,105.35,32.0,27.2
4205466,Real Madrid,5_1,,2,38,69.76420041918755,35.84470011293888,74.50568964274169,17.235799580812454,-9.84470011293888,95,1140.0,37.0,25.6
4205472,Barcelona,2_1,,1,38,78.47440016269684,41.95000001788139,76.86536078632587,0.5255998373031616,2.0499999821186066,85,916.2,38.0,24.0
4205467,Sevilla,1_1,,16,38,45.16869970411062,56.74599975347519,43.30569248842851,2.8313002958893776,-2.745999753475189,41,228.75,49.0,26.7
4205465,Atletico Madrid,3_1,,3,38,63.02090010046959,39.84470027685165,67.75806516978074,6.979099899530411,3.155299723148346,76,458.45,42.0,26.9
4205477,Deportivo Alaves,3_1,,8,38,46.554699659347534,45.19290003180504,51.99584700329753,-10.554699659347534,0.8070999681949615,46,,,
4205480,Rayo Vallecano,1_1,,9,38,42.70370011031628,45.02939987182617,51.15674361899037,-13.703700110316277,2.970600128173828,38,63.95,30.0,28.9
4205481,Valencia,0 _ 0,,12,38,43.41349981725216,48.07219985872507,49.16903915854088,-3.413499817252159,-3.072199858725071,49,244.73,36.0,23.8
4205478,Getafe,2_1,,15,38,46.12450028955936,54.38299983739853,45.67093815711958,-4.124500289559364,-0.382999837398529,43,133.0,40.0,25.7
4205473,Atletico Madrid,1_0,,3,38,63.02090010046959,39.84470027685165,67.75806516978074,6.979099899530411,3.155299723148346,76,458.45,42.0,26.9
4205482,Villarreal,3_1,,7,38,56.68329958617687,59.24300003051758,52.74478704172331,8.316700413823128,5.756999969482422,53,252.5,39.0,27.2
4205476,Real Sociedad,2_1,,6,38,45.49999979138374,42.01430001109839,54.50672071714556,5.500000208616257,-3.014300011098385,60,498.5,40.0,25.2
4205475,Cadiz,0 _ 3,,18,38,36.54569977521896,52.90619999170303,42.72391696433407,-10.545699775218964,2.0938000082969666,33,60.7,44.0,27.0
4205474,Real Betis,1_0,,10,38,44.58340001106262,50.78079971671104,50.16937851462984,3.416599988937378,-5.780799716711044,57,224.88,42.0,27.0
4205479,Girona,1_1,,4,38,71.81500044465065,55.33110040426254,63.56037276473729,13.18499955534935,-9.331100404262545,81,297.9,37.0,25.6
4205468,Mallorca,1_1,,11,38,41.20349998772144,43.55740045011044,50.04539754117186,-8.203499987721443,0.4425995498895645,40,87.7,35.0,26.9
4205490,Las Palmas,2_0,,20,38,33.406499803066254,57.48590001836419,37.44152282676945,-0.4064998030662536,-10.485900018364193,40,112.4,35.0,26.2
4205485,Girona,2_1,,4,38,71.81500044465065,55.33110040426254,63.56037276473729,13.18499955534935,-9.331100404262545,81,297.9,37.0,25.6
4205484,Athletic Club,4_0,,5,38,53.23600025475025,41.94819977134466,58.83257780629809,7.763999745249748,-4.948199771344662,68,295.65,31.0,27.0
4205491,Real Madrid,2_0,,2,38,69.76420041918755,35.84470011293888,74.50568964274169,17.235799580812454,-9.84470011293888,95,1140.0,37.0,25.6
4205486,Osasuna,1_1,,14,38,40.99650013446808,50.40549983084202,46.73057749890605,4.003499865531921,5.594500169157982,45,105.35,32.0,27.2
4205492,Mallorca,0 _ 0,,11,38,41.20349998772144,43.55740045011044,50.04539754117186,-8.203499987721443,0.4425995498895645,40,87.7,35.0,26.9
4205483,Almeria,0 _ 0,,17,38,49.3727997764945,62.0615995824337,43.17933080901533,-6.372799776494503,12.9384004175663,21,99.4,41.0,25.3
4205487,Sevilla,1_1,,16,38,45.16869970411062,56.74599975347519,43.30569248842851,2.8313002958893776,-2.745999753475189,41,228.75,49.0,26.7
4205488,Barcelona,1_0,,1,38,78.47440016269684,41.95000001788139,76.86536078632587,0.5255998373031616,2.0499999821186066,85,916.2,38.0,24.0
4205489,Celta Vigo,1_1,,13,38,51.205099657177925,55.12649983167648,48.845843934285895,-5.205099657177925,1.8735001683235168,41,149.3,39.0,25.9
4205496,Getafe,1_0,,15,38,46.12450028955936,54.38299983739853,45.67093815711958,-4.124500289559364,-0.382999837398529,43,133.0,40.0,25.7
4205498,Deportivo Alaves,0 _ 1,,8,38,46.554699659347534,45.19290003180504,51.99584700329753,-10.554699659347534,0.8070999681949615,46,,,
4205494,Real Betis,1_1,,10,38,44.58340001106262,50.78079971671104,50.16937851462984,3.416599988937378,-5.780799716711044,57,224.88,42.0,27.0
4205502,Villarreal,0 _ 3,,7,38,56.68329958617687,59.24300003051758,52.74478704172331,8.316700413823128,5.756999969482422,53,252.5,39.0,27.2
4205497,Mallorca,1_0,,11,38,41.20349998772144,43.55740045011044,50.04539754117186,-8.203499987721443,0.4425995498895645,40,87.7,35.0,26.9
4205499,Atletico Madrid,2_1,,3,38,63.02090010046959,39.84470027685165,67.75806516978074,6.979099899530411,3.155299723148346,76,458.45,42.0,26.9
4205495,Cadiz,1_1,,18,38,36.54569977521896,52.90619999170303,42.72391696433407,-10.545699775218964,2.0938000082969666,33,60.7,44.0,27.0
4205493,Barcelona,2_4,,1,38,78.47440016269684,41.95000001788139,76.86536078632587,0.5255998373031616,2.0499999821186066,85,916.2,38.0,24.0
4205500,Granada,1_1,,19,38,42.9866001419723,64.83560022711754,37.54244076147777,-4.986600141972303,14.164399772882462,21,141.1,46.0,26.4
4205501,Rayo Vallecano,0 _ 0,,9,38,42.70370011031628,45.02939987182617,51.15674361899037,-13.703700110316277,2.970600128173828,38,63.95,30.0,28.9
4205506,Osasuna,1_0,,14,38,40.99650013446808,50.40549983084202,46.73057749890605,4.003499865531921,5.594500169157982,45,105.35,32.0,27.2
4205505,Celta Vigo,1_0,,13,38,51.205099657177925,55.12649983167648,48.845843934285895,-5.205099657177925,1.8735001683235168,41,149.3,39.0,25.9
4205504,Athletic Club,2_0,,5,38,53.23600025475025,41.94819977134466,58.83257780629809,7.763999745249748,-4.948199771344662,68,295.65,31.0,27.0
4205511,Sevilla,0 _ 3,,16,38,45.16869970411062,56.74599975347519,43.30569248842851,2.8313002958893776,-2.745999753475189,41,228.75,49.0,26.7
4205508,Valencia,1_1,,12,38,43.41349981725216,48.07219985872507,49.16903915854088,-3.413499817252159,-3.072199858725071,49,244.73,36.0,23.8
4205503,Almeria,0 _ 0,,17,38,49.3727997764945,62.0615995824337,43.17933080901533,-6.372799776494503,12.9384004175663,21,99.4,41.0,25.3
4205509,Real Sociedad,0 _ 0,,6,38,45.49999979138374,42.01430001109839,54.50672071714556,5.500000208616257,-3.014300011098385,60,498.5,40.0,25.2
4205510,Las Palmas,1_1,,20,38,33.406499803066254,57.48590001836419,37.44152282676945,-0.4064998030662536,-10.485900018364193,40,112.4,35.0,26.2
4205507,Real Madrid,4_1,,2,38,69.76420041918755,35.84470011293888,74.50568964274169,17.235799580812454,-9.84470011293888,95,1140.0,37.0,25.6
4205512,Girona,3_0,,4,38,71.81500044465065,55.33110040426254,63.56037276473729,13.18499955534935,-9.331100404262545,81,297.9,37.0,25.6
4205518,Rayo Vallecano,0 _ 1,,9,38,42.70370011031628,45.02939987182617,51.15674361899037,-13.703700110316277,2.970600128173828,38,63.95,30.0,28.9
4205514,Atletico Madrid,3_3,,3,38,63.02090010046959,39.84470027685165,67.75806516978074,6.979099899530411,3.155299723148346,76,458.45,42.0,26.9
4205519,Granada,0 _ 3,,19,38,42.9866001419723,64.83560022711754,37.54244076147777,-4.986600141972303,14.164399772882462,21,141.1,46.0,26.4
4205521,Barcelona,3_2,,1,38,78.47440016269684,41.95000001788139,76.86536078632587,0.5255998373031616,2.0499999821186066,85,916.2,38.0,24.0
4205513,Athletic Club,1_0,,5,38,53.23600025475025,41.94819977134466,58.83257780629809,7.763999745249748,-4.948199771344662,68,295.65,31.0,27.0
4205522,Villarreal,3_2,,7,38,56.68329958617687,59.24300003051758,52.74478704172331,8.316700413823128,5.756999969482422,53,252.5,39.0,27.2
4205516,Cadiz,0 _ 0,,18,38,36.54569977521896,52.90619999170303,42.72391696433407,-10.545699775218964,2.0938000082969666,33,60.7,44.0,27.0
4205515,Real Betis,1_1,,10,38,44.58340001106262,50.78079971671104,50.16937851462984,3.416599988937378,-5.780799716711044,57,224.88,42.0,27.0
4205520,Deportivo Alaves,0 _ 1,,8,38,46.554699659347534,45.19290003180504,51.99584700329753,-10.554699659347534,0.8070999681949615,46,,,
4205517,Mallorca,3_2,,11,38,41.20349998772144,43.55740045011044,50.04539754117186,-8.203499987721443,0.4425995498895645,40,87.7,35.0,26.9
4205374,Atletico Madrid,1_0,,3,38,63.02090010046959,39.84470027685165,67.75806516978074,6.979099899530411,3.155299723148346,76,458.45,42.0,26.9
4205523,Getafe,0 _ 2,,15,38,46.12450028955936,54.38299983739853,45.67093815711958,-4.124500289559364,-0.382999837398529,43,133.0,40.0,25.7
4205532,Real Sociedad,1_1,,6,38,45.49999979138374,42.01430001109839,54.50672071714556,5.500000208616257,-3.014300011098385,60,498.5,40.0,25.2
4205524,Valencia,3_1,,12,38,43.41349981725216,48.07219985872507,49.16903915854088,-3.413499817252159,-3.072199858725071,49,244.73,36.0,23.8
4205530,Granada,2_0,,19,38,42.9866001419723,64.83560022711754,37.54244076147777,-4.986600141972303,14.164399772882462,21,141.1,46.0,26.4
